labels,label
"{'rel_t_start': 783.628869773, 'rel_t_end': 784.348868069, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 788.569015104, 'rel_t_end': 789.248977103, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 832.310219726, 'rel_t_end': 832.560433467, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 840.069150129, 'rel_t_end': 840.582481832, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 843.111081923, 'rel_t_end': 843.841026164, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 844.058903849, 'rel_t_end': 844.478911959, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 851.839059899, 'rel_t_end': 853.819415621, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 884.838847639, 'rel_t_end': 885.598742546, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 886.159034249, 'rel_t_end': 887.309262952, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 898.290219835, 'rel_t_end': 898.958845816, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 900.188981241, 'rel_t_end': 900.399348611, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 900.428997408, 'rel_t_end': 900.679420944, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 900.918907463, 'rel_t_end': 901.708872388, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 905.419017793, 'rel_t_end': 905.719039441, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 919.089173137, 'rel_t_end': 919.498815618, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 921.210776432, 'rel_t_end': 921.49885421, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 921.649033784, 'rel_t_end': 922.049179635, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 922.089107969, 'rel_t_end': 922.369073117, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 936.998823367, 'rel_t_end': 937.858956126, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 938.718876088, 'rel_t_end': 939.129618292, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 941.460180716, 'rel_t_end': 942.121018235, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 942.139239179, 'rel_t_end': 943.418886567, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 948.558906434, 'rel_t_end': 949.25895836, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 950.589954952, 'rel_t_end': 950.968970303, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 951.729199433, 'rel_t_end': 952.458992969, 'anomaly': 'manhole', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 987.509949245, 'rel_t_end': 987.84905893, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 987.948820429, 'rel_t_end': 988.248931077, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 989.418928243, 'rel_t_end': 990.640401483, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 991.790105575, 'rel_t_end': 992.771325686, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 993.128954908, 'rel_t_end': 994.049082333, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 996.958792702, 'rel_t_end': 997.96906622, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 999.792790348, 'rel_t_end': 1000.069554533, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1000.480843663, 'rel_t_end': 1000.910238625, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1005.438810382, 'rel_t_end': 1006.039921511, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1014.259008377, 'rel_t_end': 1015.001862524, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1020.408978595, 'rel_t_end': 1021.058951206, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1047.539137857, 'rel_t_end': 1048.129132042, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1048.169361134, 'rel_t_end': 1048.449017893, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1048.45906543, 'rel_t_end': 1049.928991337, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1048.632107393, 'rel_t_end': 1048.918822949, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1060.688878016, 'rel_t_end': 1061.408861256, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1091.108840035, 'rel_t_end': 1092.008879442, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1092.299028219, 'rel_t_end': 1092.968861219, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1093.758991348, 'rel_t_end': 1094.869472532, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1095.42001268, 'rel_t_end': 1096.070024384, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1096.429198106, 'rel_t_end': 1097.178888661, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1098.118857993, 'rel_t_end': 1098.799701752, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1108.838906672, 'rel_t_end': 1109.099877487, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1109.219407765, 'rel_t_end': 1109.628856709, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1113.188935262, 'rel_t_end': 1113.649006651, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1116.988996982, 'rel_t_end': 1117.739054111, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1120.018931351, 'rel_t_end': 1120.839210239, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1125.139902774, 'rel_t_end': 1125.638796236, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1129.689252475, 'rel_t_end': 1130.028944123, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1130.399322141, 'rel_t_end': 1130.629093752, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1131.489758677, 'rel_t_end': 1131.769087659, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1135.269122879, 'rel_t_end': 1135.928847767, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1136.649291545, 'rel_t_end': 1137.198978303, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1140.27911982, 'rel_t_end': 1140.638881338, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1140.628967079, 'rel_t_end': 1140.979092542, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1191.049319882, 'rel_t_end': 1192.068853345, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1192.999193252, 'rel_t_end': 1193.588927918, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1199.509055914, 'rel_t_end': 1199.969457581, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1214.389317146, 'rel_t_end': 1214.889039553, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1218.398956274, 'rel_t_end': 1218.808848699, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1218.929121366, 'rel_t_end': 1219.309021255, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1219.659025162, 'rel_t_end': 1220.049769717, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1221.148879716, 'rel_t_end': 1221.658876253, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1272.678894408, 'rel_t_end': 1273.319009333, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1273.7789675, 'rel_t_end': 1275.258964517, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1275.409075499, 'rel_t_end': 1275.809666758, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1277.555628738, 'rel_t_end': 1278.048985701, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1279.508927663, 'rel_t_end': 1279.69135957, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1279.859085867, 'rel_t_end': 1280.329270922, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1293.989092358, 'rel_t_end': 1294.609334117, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1295.308849265, 'rel_t_end': 1295.898889968, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1296.06891895, 'rel_t_end': 1296.769129634, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1297.02886656, 'rel_t_end': 1297.219400634, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1298.518895041, 'rel_t_end': 1298.669071948, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1303.609111889, 'rel_t_end': 1304.248892111, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 1341.934088644, 'rel_t_end': 1342.568956977, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1343.349153995, 'rel_t_end': 1345.169093883, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 1347.200247234, 'rel_t_end': 1347.429210789, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1348.299468141, 'rel_t_end': 1348.829268677, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1353.278866286, 'rel_t_end': 1354.039142471, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1355.939034192, 'rel_t_end': 1356.269044247, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1360.329379633, 'rel_t_end': 1361.698828577, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1360.488959504, 'rel_t_end': 1360.649651985, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1365.590325112, 'rel_t_end': 1365.798970019, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1365.59907939, 'rel_t_end': 1366.098859537, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1368.038747388, 'rel_t_end': 1368.538944166, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1372.729619385, 'rel_t_end': 1372.959061589, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1376.158995939, 'rel_t_end': 1376.318961754, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1376.179162587, 'rel_t_end': 1376.778995475, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1379.039313326, 'rel_t_end': 1379.758974529, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1380.028759714, 'rel_t_end': 1380.468786899, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1383.370358379, 'rel_t_end': 1383.589415305, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1383.589415305, 'rel_t_end': 1383.989675879, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1384.24035623, 'rel_t_end': 1384.8189321, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1399.349111962, 'rel_t_end': 1400.158725684, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1404.899724107, 'rel_t_end': 1405.548951903, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1439.90885079, 'rel_t_end': 1440.929051585, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1441.319170863, 'rel_t_end': 1442.230096159, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1442.338853622, 'rel_t_end': 1443.151987899, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1443.151987899, 'rel_t_end': 1443.80883238, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1443.960062898, 'rel_t_end': 1444.249173157, 'anomaly': 'manhole', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1443.960062898, 'rel_t_end': 1444.85883412, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1445.578235564, 'rel_t_end': 1446.09920399, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1447.468870304, 'rel_t_end': 1447.879478748, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1447.869523322, 'rel_t_end': 1448.249040007, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1448.249040007, 'rel_t_end': 1448.49968234, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1448.64895797, 'rel_t_end': 1449.388930303, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1449.958919747, 'rel_t_end': 1450.389111783, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1451.449047949, 'rel_t_end': 1452.058831782, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1453.638816374, 'rel_t_end': 1454.279284466, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1461.248835036, 'rel_t_end': 1461.498938295, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1463.569041276, 'rel_t_end': 1463.749102757, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1467.491156718, 'rel_t_end': 1467.718846736, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1467.72900194, 'rel_t_end': 1468.228965254, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1468.219051458, 'rel_t_end': 1468.458841717, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1469.198974791, 'rel_t_end': 1469.480274865, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1470.048852901, 'rel_t_end': 1471.471838363, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 1470.438803123, 'rel_t_end': 1470.648877586, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1473.43882901, 'rel_t_end': 1474.048976232, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1483.328851838, 'rel_t_end': 1483.978954023, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1484.140856504, 'rel_t_end': 1484.539227189, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1484.939410818, 'rel_t_end': 1485.270941337, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1485.758834262, 'rel_t_end': 1486.048930966, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1486.058871799, 'rel_t_end': 1486.238877058, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1490.808856482, 'rel_t_end': 1491.758859092, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1494.568874998, 'rel_t_end': 1495.459074849, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1494.870982164, 'rel_t_end': 1495.119431442, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1497.388850607, 'rel_t_end': 1497.918710607, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1498.448994921, 'rel_t_end': 1498.799141718, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1500.16902792, 'rel_t_end': 1500.78896605, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1504.558808288, 'rel_t_end': 1505.179098566, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1510.1795156, 'rel_t_end': 1510.868979451, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1514.568998486, 'rel_t_end': 1515.178897486, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1515.958895726, 'rel_t_end': 1516.689115929, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1516.699052911, 'rel_t_end': 1517.118752299, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1521.568964111, 'rel_t_end': 1522.488847518, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1565.739011715, 'rel_t_end': 1566.77904527, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1569.009219991, 'rel_t_end': 1569.448846379, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1569.648987564, 'rel_t_end': 1570.189099249, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1573.948982506, 'rel_t_end': 1574.699346987, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1574.999080931, 'rel_t_end': 1575.749173172, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1575.889008672, 'rel_t_end': 1577.369005541, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1575.998956709, 'rel_t_end': 1576.189835505, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1576.528852468, 'rel_t_end': 1576.849161393, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1577.828888578, 'rel_t_end': 1579.289039633, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1579.989025206, 'rel_t_end': 1580.859080335, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1582.638814686, 'rel_t_end': 1582.88897163, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1582.949058482, 'rel_t_end': 1583.770502722, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1584.098992241, 'rel_t_end': 1584.849103277, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1586.520261388, 'rel_t_end': 1587.349023535, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1593.449468309, 'rel_t_end': 1594.298900198, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1594.438855735, 'rel_t_end': 1595.079268197, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1595.268931882, 'rel_t_end': 1595.909942326, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1599.888874731, 'rel_t_end': 1600.461229416, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1603.200673766, 'rel_t_end': 1604.889202895, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1604.148829914, 'rel_t_end': 1604.468890043, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1605.608973487, 'rel_t_end': 1606.340501116, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 1607.879655541, 'rel_t_end': 1608.638784856, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1612.458929428, 'rel_t_end': 1613.18910839, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1613.47052252, 'rel_t_end': 1614.818952019, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1613.54044902, 'rel_t_end': 1614.118883075, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1615.978857814, 'rel_t_end': 1617.31889398, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1616.098999444, 'rel_t_end': 1616.420841592, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1619.699085368, 'rel_t_end': 1621.240272848, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1619.979690182, 'rel_t_end': 1620.218869367, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1621.919349515, 'rel_t_end': 1623.809008402, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1624.368887643, 'rel_t_end': 1624.832213846, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1624.838864994, 'rel_t_end': 1625.859049568, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1625.859049568, 'rel_t_end': 1626.558993067, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 1626.558993067, 'rel_t_end': 1627.978857604, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1626.889835586, 'rel_t_end': 1627.129588863, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1627.469588956, 'rel_t_end': 1627.709144104, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 1627.998840381, 'rel_t_end': 1629.518918695, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'high_severity'}",0
"{'rel_t_start': 1631.048958361, 'rel_t_end': 1631.618927361, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1632.890515564, 'rel_t_end': 1633.478840897, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1633.490760989, 'rel_t_end': 1634.009018248, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1634.009018248, 'rel_t_end': 1635.09918147, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 1636.029004191, 'rel_t_end': 1637.788820227, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'high_severity'}",0
